agency,sub_agency,calendar_year,amount,sub_type_name,rev_type,rev_code,sub_type
FAO,FAO,2018,4745534.7,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
FAO,FAO,2018,50724270.32,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
FAO,FAO,2018,85916380.23,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
FAO,FAO,2018,10802345.82,Revenue from other activities,Revenue from other activities,R04,R04
FAO,FAO,2018,57541649.49,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
IOM,IOM,2018,51869419,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2018,30056364,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
IOM,IOM,2018,70731759,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
IOM,IOM,2018,72440927,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
IOM,IOM,2018,15495648,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
IOM,IOM,2018,1602588925,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
IOM,IOM,2018,6607590,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
IOM,IOM,2018,12941248,Revenue from other activities,Revenue from other activities,R04,R04
UN,UN-OHCHR,2018,2942591.33,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UN,UN-OHCHR,2018,239130586.6,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-DPPA,2018,-342.86,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UN,UN-DPPA,2018,29352231.42,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN,2018,108364956.8,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
UN,UN-DOS,2018,510525.89,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UN,UN,2018,2487339605,Assessed contributions,Assessed contributions,R01,R01
UN,UN-DESA,2018,67133986.78,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-DGC,2018,12239755.69,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-DGACM,2018,3597013.86,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-DMSPC,2018,12940925.93,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-DOS,2018,5179034.19,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-DPO,2018,150435340.4,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN,2018,69133177.3,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UN,UN-ECE,2018,13318157.49,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-ECA,2018,2715473.04,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-ESCAP,2018,22336205.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-ECE,2018,1233080.27,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UN,UN-ECLAC,2018,11332271.2,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-OCHA,2018,1813815422,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN,2018,639385319.2,Revenue from other activities,Revenue from other activities,R04,R04
UN,UN,2018,475401,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UN,UN-ESCWA,2018,6256832.79,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN,2018,282089782.8,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-UNISDR,2018,43138182.83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2018,9901270.73,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNHABITAT,UNHABITAT,2018,131416306,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2018,7149067.07,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UNHABITAT,2018,14430151.25,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UNHABITAT,2018,3593446.08,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNHABITAT,UNHABITAT,2018,6676899.66,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2018,5576633.05,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
UNU,UNU,2018,17724152,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNU,UNU,2018,19507517,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
UNU,UNU,2018,17490543,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNU,UNU,2018,3707233,Revenue from other activities,Revenue from other activities,R04,R04
UNCDF,UNCDF,2018,15278040.43,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNCDF,UNCDF,2018,6752772.09,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNCDF,UNCDF,2018,8295960.25,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
UNCDF,UNCDF,2018,31903077.77,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNCDF,UNCDF,2018,28466852.65,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNCDF,UNCDF,2018,316183.01,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNCDF,UNCDF,2018,3108613.88,Revenue from other activities,Revenue from other activities,R04,R04
IFAD,IFAD,2019,450178000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
IFAD,IFAD,2019,1390000,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
IFAD,IFAD,2019,40260000,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
IFAD,IFAD,2019,84116000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
IFAD,IFAD,2019,7973000,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNOPS,UNOPS,2019,1211767043,Revenue from other activities,Revenue from other activities,R04,R04
UNWOMEN,UNWOMEN,2019,10162257,Assessed contributions,Assessed contributions,R01,R01
UNWOMEN,UNWOMEN,2019,141265922,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNWOMEN,UNWOMEN,2019,1696855,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
UNWOMEN,UNWOMEN,2019,47557055,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNWOMEN,UNWOMEN,2019,41183365,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
UNWOMEN,UNWOMEN,2019,3977683,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNWOMEN,UNWOMEN,2019,264712450,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNWOMEN,UNWOMEN,2019,16847000,Revenue from other activities,Revenue from other activities,R04,R04
UNHCR,UNHCR,2019,72562551,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHCR,UNHCR,2019,43298146,Assessed contributions,Assessed contributions,R01,R01
UNHCR,UNHCR,2019,713131931,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNHCR,UNHCR,2019,36409645,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
UNHCR,UNHCR,2019,8381480,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
UNHCR,UNHCR,2019,3231583478,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHCR,UNHCR,2019,31741539,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNHCR,UNHCR,2019,46028012,Revenue from other activities,Revenue from other activities,R04,R04
WMO,WMO,2019,1990769.231,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
WMO,WMO,2019,16375384.62,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
WMO,WMO,2019,66514871.79,Assessed contributions,Assessed contributions,R01,R01
WMO,WMO,2019,1917948.718,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
WMO,WMO,2019,2600000,Revenue from other activities,Revenue from other activities,R04,R04
WMO,WMO,2019,3570256.41,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
WMO,WMO,2019,192820.5128,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
UNITAR,UNITAR,2019,687261,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNITAR,UNITAR,2019,33082929.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNITAR,UNITAR,2019,3196284.47,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNITAR,UNITAR,2019,7527659.02,Revenue from other activities,Revenue from other activities,R04,R04
UNITAR,UNITAR,2019,140091,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNITAR,UNITAR,2019,311096.18,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
UNSSC,UNSSC,2019,4143519,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNSSC,UNSSC,2019,9245263,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNSSC,UNSSC,2019,470248,Revenue from other activities,Revenue from other activities,R04,R04
ICC,ICC,2019,1312257.813,Revenue from other activities,Revenue from other activities,R04,R04
ICC,ICC,2019,161835439.7,Assessed contributions,Assessed contributions,R01,R01
ICC,ICC,2019,2230231.027,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNICEF,UNICEF,2019,1149718528,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNICEF,UNICEF,2019,211376989,Revenue from other activities,Revenue from other activities,R04,R04
UNICEF,UNICEF,2019,20169866,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
UNICEF,UNICEF,2019,354163326,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNICEF,UNICEF,2019,220886144,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
UNICEF,UNICEF,2019,3835082770,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNICEF,UNICEF,2019,297462752,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
UNICEF,UNICEF,2019,274909775,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNICEF,UNICEF,2019,48500791,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNFCCC,UNFCCC,2019,35486159,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNFCCC,UNFCCC,2019,15984834,Revenue from other activities,Revenue from other activities,R04,R04
UNFCCC,UNFCCC,2019,32860867.43,Assessed contributions,Assessed contributions,R01,R01
UNFCCC,UNFCCC,2019,875500,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNFPA,UNFPA,2019,373464631,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNFPA,UNFPA,2019,226755060.5,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNFPA,UNFPA,2019,246414477.6,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
UNFPA,UNFPA,2019,73159022.02,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNFPA,UNFPA,2019,445346565.7,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNFPA,UNFPA,2019,-613198.26,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNFPA,UNFPA,2019,105458859.4,Revenue from other activities,Revenue from other activities,R04,R04
UNU,UNU,2019,15304818,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNU,UNU,2019,18582749,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
UNU,UNU,2019,22010436,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNU,UNU,2019,64397712,Revenue from other activities,Revenue from other activities,R04,R04
UNDP,UNDP,2019,679169435.2,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNDP,UNDP,2019,14464289.47,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
UNDP,UNDP,2019,571540051.4,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNDP,UNDP,2019,122090928.1,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
UNDP,UNDP,2019,343366265.3,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
UNDP,UNDP,2019,831148355,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNDP,UNDP,2019,1910692820,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNDP,UNDP,2019,85176.26,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNDP,UNDP,2019,356572900.4,Revenue from other activities,Revenue from other activities,R04,R04
UNRWA,UNRWA,2019,326087642,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNRWA,UNRWA,2019,604504353,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNRWA,UNRWA,2019,14486710,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNRWA,UNRWA,2019,23614710,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNRWA,UNRWA,2019,32080869,Revenue from other activities,Revenue from other activities,R04,R04
UNWTO,UNWTO,2019,286805.2344,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNWTO,UNWTO,2019,1651536.328,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNWTO,UNWTO,2019,16150122.77,Assessed contributions,Assessed contributions,R01,R01
UNWTO,UNWTO,2019,1669103.471,Revenue from other activities,Revenue from other activities,R04,R04
UNWTO,UNWTO,2019,3471474.397,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNIDO,UNIDO,2019,76297590.4,Assessed contributions,Assessed contributions,R01,R01
UNIDO,UNIDO,2019,81668062.25,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNIDO,UNIDO,2019,1368245.569,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNIDO,UNIDO,2019,6094188.701,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
UNIDO,UNIDO,2019,51314991.91,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
UNIDO,UNIDO,2019,24107657.15,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNIDO,UNIDO,2019,26847007.2,Revenue from other activities,Revenue from other activities,R04,R04
UNCDF,UNCDF,2019,40438036.73,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
